"DataExtractDate","ReportPeriod","Arrival_Departure","Domestic_International","CargoType","AirCargoTons"
"2018 Apr 18 03:12:41 PM","Apr 2015","Departure","Domestic","Freight","34,782"
"2018 Apr 18 03:12:41 PM","Feb 2012","Departure","International","Freight","39,297"
"2018 Apr 18 03:12:41 PM","Jul 2017","Arrival","International","Mail","1,543"
"2018 Apr 18 03:12:41 PM","Dec 2011","Departure","International","Freight","38,754"
"2018 Apr 18 03:12:41 PM","Jun 2010","Departure","International","Freight","38,315"
"2018 Apr 18 03:12:41 PM","Sep 2007","Departure","International","Freight","36,072"
"2018 Apr 18 03:12:41 PM","Mar 2017","Departure","International","Mail","849"
"2020 Apr 08 09:58:08 AM","Feb 2020","Departure","Domestic","Mail","4,716"
"2018 Aug 21 11:02:45 AM","Jul 2018","Arrival","Domestic","Freight","28,991"
"2018 Apr 18 03:12:41 PM","Nov 2008","Departure","International","Freight","29,016"
"2018 Apr 18 03:12:41 PM","Nov 2017","Departure","Domestic","Mail","3,745"
"2019 Jul 18 06:18:08 AM","Jun 2019","Arrival","Domestic","Mail","3,691"
"2018 Apr 18 03:12:41 PM","Apr 2009","Arrival","Domestic","Freight","26,036"
"2018 May 23 07:44:39 AM","Apr 2018","Departure","Domestic","Mail","3,224"
"2018 Apr 18 03:12:41 PM","Feb 2017","Arrival","International","Freight","50,492"
"2018 Apr 18 03:12:41 PM","Apr 2012","Arrival","Domestic","Freight","28,691"
"2018 Apr 18 03:12:41 PM","Sep 2014","Departure","Domestic","Mail","2,128"
"2019 Apr 29 01:10:30 PM","Feb 2018","Departure","International","Freight","45,643"
"2018 Apr 18 03:12:41 PM","Sep 2008","Departure","Domestic","Freight","30,407"
"2018 Apr 18 03:12:41 PM","Apr 2011","Arrival","Domestic","Mail","1,653"
"2018 Apr 18 03:12:41 PM","Jul 2015","Arrival","International","Mail","1,049"
"2018 Apr 18 03:12:41 PM","Dec 2009","Arrival","International","Freight","50,852"
"2018 Apr 18 03:12:41 PM","Aug 2016","Departure","International","Mail","3,441"
"2021 Feb 02 08:17:02 AM","Dec 2020","Departure","Domestic","Freight","42,997"
"2018 Apr 18 03:12:41 PM","Nov 2011","Arrival","International","Mail","632"
"2018 Apr 18 03:12:41 PM","Mar 2015","Departure","International","Mail","1,764"
"2018 Apr 18 03:12:41 PM","Jun 2009","Departure","Domestic","Freight","29,772"
"2018 Apr 18 03:12:41 PM","Dec 2006","Arrival","International","Mail","1,309"
"2018 Apr 18 03:12:41 PM","Oct 2007","Departure","International","Mail","1,159"
"2018 Apr 18 03:12:41 PM","Apr 2010","Departure","International","Freight","33,047"
"2018 Apr 18 03:12:41 PM","Jan 2015","Arrival","International","Mail","948"
"2018 Oct 29 10:20:51 AM","Sep 2018","Departure","Domestic","Mail","3,144"
"2018 Jul 11 02:24:22 PM","May 2018","Departure","Domestic","Freight","39,225"
"2018 Apr 18 03:12:41 PM","Feb 2007","Departure","Domestic","Mail","1,739"
"2018 Apr 18 03:12:41 PM","Jul 2010","Departure","International","Mail","1,624"
"2019 Apr 29 01:10:30 PM","Sep 2018","Departure","International","Freight","54,284"
"2018 Apr 18 03:12:41 PM","Apr 2011","Arrival","Domestic","Freight","27,844"
"2020 Apr 08 09:58:08 AM","Feb 2020","Arrival","International","Freight","46,410"
"2018 Apr 18 03:12:41 PM","Apr 2013","Departure","International","Freight","38,001"
"2018 Apr 18 03:12:41 PM","Apr 2016","Arrival","Domestic","Freight","29,862"
"2018 Apr 18 03:12:41 PM","Oct 2008","Departure","Domestic","Mail","2,152"
"2019 Sep 27 07:57:24 AM","Aug 2019","Arrival","International","Mail","1,237"
"2018 Apr 18 03:12:41 PM","Jun 2015","Arrival","Domestic","Freight","28,286"
"2018 Apr 18 03:12:41 PM","Mar 2012","Arrival","Domestic","Mail","1,989"
"2019 Aug 23 03:41:00 PM","Jul 2019","Arrival","Domestic","Mail","3,590"
"2018 Apr 18 03:12:41 PM","Nov 2008","Arrival","International","Mail","792"
"2018 Aug 21 11:02:45 AM","Jul 2018","Arrival","Domestic","Mail","2,513"
"2020 Jan 22 06:57:11 AM","Dec 2019","Arrival","Domestic","Mail","5,211"
"2018 Apr 18 03:12:41 PM","Sep 2015","Departure","Domestic","Mail","2,509"
"2018 Apr 18 03:12:41 PM","Jul 2009","Arrival","International","Freight","41,770"
"2018 Apr 18 03:12:41 PM","Oct 2014","Arrival","Domestic","Mail","2,211"
"2018 Apr 18 03:12:41 PM","Oct 2014","Arrival","International","Mail","904"
"2018 Apr 18 03:12:41 PM","Nov 2009","Arrival","International","Mail","792"
"2018 Apr 18 03:12:41 PM","Dec 2015","Departure","International","Mail","1,534"
"2018 Apr 18 03:12:41 PM","Nov 2010","Departure","Domestic","Freight","31,772"
"2018 Apr 18 03:12:41 PM","Mar 2014","Arrival","Domestic","Freight","29,729"
"2018 Apr 18 03:12:41 PM","Sep 2015","Arrival","Domestic","Freight","29,198"
"2018 Apr 18 03:12:41 PM","Nov 2016","Departure","Domestic","Mail","3,104"
"2018 May 23 07:44:39 AM","Apr 2018","Arrival","Domestic","Freight","26,395"
"2019 Nov 10 06:01:31 AM","Sep 2019","Arrival","International","Freight","71,677"
"2018 Oct 29 10:20:51 AM","Sep 2018","Arrival","Domestic","Freight","29,069"
"2018 Apr 18 03:12:41 PM","Nov 2016","Arrival","International","Freight","73,511"
"2018 Apr 18 03:12:41 PM","Dec 2007","Arrival","International","Freight","52,981"
"2018 Apr 18 03:12:41 PM","Aug 2012","Departure","Domestic","Mail","2,582"
"2018 Sep 26 09:27:08 AM","Aug 2018","Departure","Domestic","Freight","38,477"
"2019 Jan 30 07:34:09 AM","Dec 2018","Arrival","International","Mail","1,870"
"2018 Apr 18 03:12:41 PM","Jul 2016","Arrival","International","Freight","62,541"
"2018 Apr 18 03:12:41 PM","Jan 2012","Departure","International","Mail","1,992"
"2018 Apr 18 03:12:41 PM","Mar 2007","Departure","Domestic","Mail","2,279"
"2018 Apr 18 03:12:41 PM","Jun 2012","Arrival","International","Freight","49,513"
"2018 Apr 18 03:12:41 PM","Oct 2006","Departure","Domestic","Freight","41,338"
"2018 Apr 18 03:12:41 PM","Feb 2008","Arrival","Domestic","Freight","30,279"
"2018 Apr 18 03:12:41 PM","Feb 2014","Departure","International","Freight","36,336"
"2018 Apr 18 03:12:41 PM","May 2012","Departure","International","Freight","41,986"
"2018 Apr 18 03:12:41 PM","Dec 2011","Arrival","Domestic","Mail","2,130"
"2018 Apr 18 03:12:41 PM","Aug 2017","Departure","Domestic","Mail","3,501"
